question_id,question_name,polling_response,demographic_category,demographic_variable,values,total_counts,response_type,question_type,question_name_preamble,polling_response_coded
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Party Affiliation,Democrat,0.36,344,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Systems-Impacted Status,Any Impact,0.4,689,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Systems-Impacted Status,Personally Impacted,0.4,134,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Systems-Impacted Status,Personally Incarcerated,0.43,93,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Systems-Impacted Status,Personally on Probation,0.42,106,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Systems-Impacted Status,Knows Someone Incarcerated,0.4,632,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Systems-Impacted Status,Knows Someone on Probation,0.4,571,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Age,18-34,0.4,250,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Age,35-49,0.39,240,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Age,50-64,0.41,235,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Age,65,0.28,250,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Gender,Male,0.34,478,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Gender,Female,0.39,518,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Race/Ethnicity,White,0.36,660,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Race/Ethnicity,Hispanic,0.37,115,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Race/Ethnicity,Black,0.35,115,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Type of Residential Area,Urban,0.39,248,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Type of Residential Area,Suburban,0.36,425,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Type of Residential Area,Rural,0.37,272,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Income,40k,0.41,215,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Income,40-80k,0.4,261,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Income,80-150k,0.38,259,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Convincing,Income,150k,0.28,184,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",5
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Total,,0.34,1000,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,2024 Presidential Vote,Trump,0.31,420,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,2024 Presidential Vote,Harris,0.34,405,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,2024 Presidential Vote,Other,0.38,175,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Party Affiliation,Republican,0.33,358,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Party Affiliation,Independent,0.32,299,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Party Affiliation,Democrat,0.35,344,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Systems-Impacted Status,Any Impact,0.33,689,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Systems-Impacted Status,Personally Impacted,0.34,134,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Systems-Impacted Status,Personally Incarcerated,0.32,93,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Systems-Impacted Status,Personally on Probation,0.32,106,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Systems-Impacted Status,Knows Someone Incarcerated,0.32,632,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Systems-Impacted Status,Knows Someone on Probation,0.32,571,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Age,18-34,0.33,250,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Age,35-49,0.36,240,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Age,50-64,0.29,235,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Age,65,0.36,250,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Gender,Male,0.36,478,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Gender,Female,0.32,518,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Race/Ethnicity,White,0.34,660,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Race/Ethnicity,Hispanic,0.34,115,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Race/Ethnicity,Black,0.36,115,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Type of Residential Area,Urban,0.32,248,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Type of Residential Area,Suburban,0.34,425,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Type of Residential Area,Rural,0.33,272,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Income,40k,0.35,215,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Income,40-80k,0.34,261,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Income,80-150k,0.34,259,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Convincing,Income,150k,0.35,184,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",4
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Total,,0.13,1000,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,2024 Presidential Vote,Trump,0.13,420,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,2024 Presidential Vote,Harris,0.14,405,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,2024 Presidential Vote,Other,0.09,175,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Party Affiliation,Republican,0.11,358,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Party Affiliation,Independent,0.15,299,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Party Affiliation,Democrat,0.13,344,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Systems-Impacted Status,Any Impact,0.12,689,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Systems-Impacted Status,Personally Impacted,0.12,134,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Systems-Impacted Status,Personally Incarcerated,0.15,93,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Systems-Impacted Status,Personally on Probation,0.1,106,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Systems-Impacted Status,Knows Someone Incarcerated,0.12,632,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Systems-Impacted Status,Knows Someone on Probation,0.13,571,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Age,18-34,0.12,250,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Age,35-49,0.09,240,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Age,50-64,0.1,235,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Age,65,0.19,250,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Gender,Male,0.14,478,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Gender,Female,0.12,518,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Race/Ethnicity,White,0.14,660,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Race/Ethnicity,Hispanic,0.09,115,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Race/Ethnicity,Black,0.1,115,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Type of Residential Area,Urban,0.1,248,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Type of Residential Area,Suburban,0.14,425,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Type of Residential Area,Rural,0.14,272,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Income,40k,0.09,215,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Income,40-80k,0.12,261,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Income,80-150k,0.12,259,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Somewhat Unconvincing,Income,150k,0.13,184,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",2
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Total,,0.11,1000,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,2024 Presidential Vote,Trump,0.12,420,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,2024 Presidential Vote,Harris,0.1,405,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,2024 Presidential Vote,Other,0.12,175,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Party Affiliation,Republican,0.12,358,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Party Affiliation,Independent,0.11,299,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Party Affiliation,Democrat,0.11,344,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Systems-Impacted Status,Any Impact,0.12,689,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Systems-Impacted Status,Personally Impacted,0.1,134,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Systems-Impacted Status,Personally Incarcerated,0.08,93,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Systems-Impacted Status,Personally on Probation,0.11,106,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
